,K,alpha,k,accuracy,precision,recall
114,10.0,2.0,8.0,0.46,"[0.75       0.9        0.35714286 0.4        0.38095238 0.33333333
 0.22222222 0.44444444 0.6        0.        ]","[0.81818182 0.9        0.38461538 0.44444444 0.8        0.22222222
 0.22222222 0.4        0.3        0.        ]"
115,10.0,2.0,13.0,0.45,"[0.75       0.9        0.23076923 0.27272727 0.38095238 0.33333333
 0.4        0.4        0.625      0.22222222]","[0.81818182 0.9        0.23076923 0.33333333 0.8        0.22222222
 0.22222222 0.2        0.5        0.22222222]"
116,10.0,2.0,21.0,0.49,"[0.72727273 0.90909091 0.33333333 0.5        0.4        0.5
 0.375      0.375      0.4        0.28571429]","[0.72727273 1.         0.23076923 0.55555556 0.8        0.33333333
 0.33333333 0.3        0.4        0.22222222]"
117,10.0,2.0,34.0,0.51,"[0.69230769 0.90909091 0.33333333 0.44444444 0.36842105 0.6
 0.5        0.42857143 0.5        0.33333333]","[0.81818182 1.         0.23076923 0.44444444 0.7        0.33333333
 0.44444444 0.3        0.5        0.33333333]"
118,10.0,2.0,55.0,0.48,"[0.69230769 0.90909091 0.25       0.4        0.4        0.33333333
 0.57142857 0.4        0.5        0.2       ]","[0.81818182 1.         0.15384615 0.44444444 0.8        0.22222222
 0.44444444 0.2        0.5        0.22222222]"
119,10.0,2.0,89.0,0.43,"[0.69230769 0.76923077 0.16666667 0.33333333 0.4375     0.
 0.36363636 0.25       0.45454545 0.21428571]","[0.81818182 1.         0.07692308 0.33333333 0.7        0.
 0.44444444 0.1        0.5        0.33333333]"
120,10.0,2.0,144.0,0.44,"[0.64285714 0.66666667 0.2        0.375      0.4375     0.
 0.33333333 0.5        0.30769231 0.35714286]","[0.81818182 1.         0.07692308 0.33333333 0.7        0.
 0.33333333 0.2        0.4        0.55555556]"
121,10.0,2.0,1.0,0.36,"[0.83333333 0.66666667 0.44444444 0.33333333 0.625      0.11111111
 0.16666667 0.3        0.29411765 0.2       ]","[0.45454545 0.6        0.30769231 0.33333333 0.5        0.11111111
 0.33333333 0.3        0.5        0.11111111]"
122,10.0,2.0,2.0,0.34,"[0.66666667 0.7        0.23529412 0.18181818 0.61538462 0.08333333
 0.08333333 0.44444444 0.         0.5       ]","[0.54545455 0.7        0.30769231 0.22222222 0.8        0.11111111
 0.11111111 0.4        0.         0.11111111]"
123,10.0,2.0,3.0,0.35,"[0.54545455 0.58333333 0.29411765 0.36363636 0.4        0.
 0.28571429 0.18181818 0.36363636 0.25      ]","[0.54545455 0.7        0.38461538 0.44444444 0.4        0.
 0.22222222 0.2        0.4        0.11111111]"
124,10.0,2.0,5.0,0.34,"[0.6        0.77777778 0.25       0.375      0.5        0.18181818
 0.22222222 0.2        0.23076923 0.        ]","[0.54545455 0.7        0.30769231 0.33333333 0.5        0.22222222
 0.22222222 0.2        0.3        0.        ]"
125,10.0,2.0,8.0,0.36,"[0.66666667 0.61538462 0.17647059 0.33333333 0.6        0.
 0.36363636 0.3        0.25       0.        ]","[0.54545455 0.8        0.23076923 0.33333333 0.6        0.
 0.44444444 0.3        0.3        0.        ]"
126,10.0,2.0,13.0,0.39,"[0.7        0.72727273 0.25       0.5        0.5        0.
 0.33333333 0.33333333 0.21428571 0.        ]","[0.63636364 0.8        0.23076923 0.55555556 0.6        0.
 0.44444444 0.3        0.3        0.        ]"
127,10.0,2.0,21.0,0.43,"[0.875      0.66666667 0.4        0.45454545 0.46666667 0.25
 0.18181818 0.28571429 0.26666667 0.66666667]","[0.63636364 0.8        0.30769231 0.55555556 0.7        0.22222222
 0.22222222 0.2        0.4        0.22222222]"
128,10.0,2.0,34.0,0.46,"[0.71428571 0.66666667 0.41666667 0.6        0.5        0.4
 0.25       0.5        0.27777778 0.5       ]","[0.45454545 0.8        0.38461538 0.66666667 0.8        0.22222222
 0.33333333 0.2        0.5        0.22222222]"
129,10.0,2.0,55.0,0.43,"[0.71428571 0.66666667 0.27272727 0.55555556 0.53333333 0.
 0.21428571 0.6        0.25       0.6       ]","[0.45454545 0.8        0.23076923 0.55555556 0.8        0.
 0.33333333 0.3        0.5        0.33333333]"
130,10.0,2.0,89.0,0.39,"[0.71428571 0.53333333 0.18181818 0.44444444 0.57142857 0.
 0.2        0.5        0.29411765 0.25      ]","[0.45454545 0.8        0.15384615 0.44444444 0.8        0.
 0.33333333 0.3        0.5        0.11111111]"
131,10.0,2.0,144.0,0.42,"[0.75       0.5        0.25       0.5        0.63636364 0.
 0.23076923 0.6        0.25       0.375     ]","[0.54545455 0.8        0.15384615 0.55555556 0.7        0.
 0.33333333 0.3        0.5        0.33333333]"
132,10.0,2.0,1.0,0.39,"[0.55555556 0.81818182 0.38461538 0.18181818 0.46153846 0.28571429
 0.5        0.33333333 0.25       0.        ]","[0.45454545 0.9        0.38461538 0.22222222 0.6        0.22222222
 0.22222222 0.5        0.33333333 0.        ]"
133,10.0,2.0,2.0,0.42,"[0.52941176 0.69230769 0.3125     0.15384615 0.38888889 0.66666667
 0.75       0.33333333 0.5        0.        ]","[0.81818182 0.9        0.38461538 0.22222222 0.7        0.22222222
 0.33333333 0.4        0.11111111 0.        ]"
134,10.0,2.0,3.0,0.38,"[0.53333333 0.9        0.27272727 0.22222222 0.28571429 0.6
 0.5        0.2        0.5        0.        ]","[0.72727273 0.9        0.46153846 0.22222222 0.4        0.33333333
 0.11111111 0.3        0.22222222 0.        ]"
135,10.0,2.0,5.0,0.43,"[0.61538462 1.         0.27777778 0.30769231 0.36363636 0.66666667
 0.83333333 0.13333333 0.5        0.        ]","[0.72727273 0.9        0.38461538 0.44444444 0.4        0.44444444
 0.55555556 0.2        0.22222222 0.        ]"
136,10.0,2.0,8.0,0.46,"[0.66666667 0.75       0.25       0.38461538 0.28571429 0.75
 0.75       0.27272727 0.75       0.16666667]","[0.72727273 0.9        0.30769231 0.55555556 0.4        0.33333333
 0.66666667 0.3        0.33333333 0.1       ]"
137,10.0,2.0,13.0,0.5,"[0.8        0.75       0.5        0.42857143 0.33333333 0.6
 0.5        0.5        0.5        0.14285714]","[0.72727273 0.9        0.46153846 0.66666667 0.6        0.33333333
 0.44444444 0.4        0.33333333 0.1       ]"
138,10.0,2.0,21.0,0.47,"[0.72727273 0.75       0.33333333 0.46666667 0.41176471 0.6
 0.25       0.4        0.5        0.16666667]","[0.72727273 0.9        0.30769231 0.77777778 0.7        0.33333333
 0.22222222 0.4        0.22222222 0.1       ]"
139,10.0,2.0,34.0,0.48,"[0.66666667 0.75       0.5        0.41176471 0.42105263 1.
 0.4        0.33333333 0.4        0.16666667]","[0.72727273 0.9        0.30769231 0.77777778 0.8        0.22222222
 0.44444444 0.3        0.22222222 0.1       ]"
140,10.0,2.0,55.0,0.45,"[0.66666667 0.75       0.33333333 0.38888889 0.47058824 1.
 0.30769231 0.25       0.5        0.22222222]","[0.72727273 0.9        0.15384615 0.77777778 0.8        0.11111111
 0.44444444 0.2        0.22222222 0.2       ]"
141,10.0,2.0,89.0,0.46,"[0.66666667 0.75       0.28571429 0.38888889 0.4375     1.
 0.25       0.4        0.5        0.375     ]","[0.72727273 0.9        0.15384615 0.77777778 0.7        0.11111111
 0.33333333 0.4        0.22222222 0.3       ]"
142,10.0,2.0,144.0,0.47,"[0.66666667 0.69230769 0.33333333 0.38888889 0.47058824 0.
 0.3        0.4        0.5        0.38461538]","[0.72727273 0.9        0.15384615 0.77777778 0.8        0.
 0.33333333 0.2        0.33333333 0.5       ]"
143,10.0,2.0,1.0,0.4,"[0.75       1.         0.18181818 0.5        0.18181818 0.35714286
 0.27272727 0.4        0.18181818 0.44444444]","[0.6        0.8        0.16666667 0.66666667 0.18181818 0.55555556
 0.3        0.2        0.22222222 0.4       ]"
144,10.0,2.0,2.0,0.4,"[0.66666667 0.81818182 0.26086957 0.3        0.33333333 0.26666667
 0.5        0.3        1.         0.33333333]","[0.6        0.9        0.5        0.33333333 0.36363636 0.44444444
 0.3        0.3        0.11111111 0.1       ]"
145,10.0,2.0,3.0,0.38,"[0.6        1.         0.20833333 0.25       0.23076923 0.28571429
 0.2        0.42857143 0.25       0.6       ]","[0.6        1.         0.41666667 0.22222222 0.27272727 0.44444444
 0.1        0.3        0.11111111 0.3       ]"
146,10.0,2.0,5.0,0.42,"[0.53333333 0.90909091 0.125      0.375      0.33333333 0.33333333
 0.4        0.38461538 0.25       0.57142857]","[0.8        1.         0.16666667 0.33333333 0.27272727 0.44444444
 0.2        0.5        0.11111111 0.4       ]"
147,10.0,2.0,8.0,0.45,"[0.5625     1.         0.27777778 0.375      0.41666667 0.3
 0.         0.45454545 0.16666667 0.66666667]","[0.9        1.         0.41666667 0.33333333 0.45454545 0.33333333
 0.         0.5        0.11111111 0.4       ]"
148,10.0,2.0,13.0,0.47,"[0.64285714 0.90909091 0.4        0.54545455 0.30769231 0.4
 0.33333333 0.22222222 0.2        0.5       ]","[0.9        1.         0.33333333 0.66666667 0.36363636 0.44444444
 0.3        0.2        0.11111111 0.4       ]"
149,10.0,2.0,21.0,0.49,"[0.6        0.83333333 0.44444444 0.46153846 0.35714286 0.625
 0.33333333 0.375      0.2        0.4       ]","[0.9        1.         0.33333333 0.66666667 0.45454545 0.55555556
 0.2        0.3        0.11111111 0.4       ]"
150,10.0,2.0,34.0,0.49,"[0.5625     0.83333333 0.375      0.42857143 0.4        0.5
 0.5        0.44444444 0.16666667 0.5       ]","[0.9        1.         0.25       0.66666667 0.54545455 0.33333333
 0.3        0.4        0.11111111 0.4       ]"
151,10.0,2.0,55.0,0.44,"[0.6        0.83333333 0.25       0.45454545 0.35714286 0.5
 0.42857143 0.33333333 0.3        0.25      ]","[0.9        1.         0.25       0.55555556 0.45454545 0.11111111
 0.3        0.3        0.33333333 0.2       ]"
152,10.0,2.0,89.0,0.45,"[0.64285714 0.76923077 0.25       0.45454545 0.35714286 0.
 0.4        0.45454545 0.25       0.28571429]","[0.9        1.         0.25       0.55555556 0.45454545 0.
 0.4        0.5        0.22222222 0.2       ]"
153,10.0,2.0,144.0,0.4,"[0.625      0.71428571 0.23076923 0.44444444 0.36363636 0.
 0.25       0.28571429 0.25       0.14285714]","[1.         1.         0.25       0.44444444 0.36363636 0.
 0.2        0.4        0.22222222 0.1       ]"
154,10.0,2.0,1.0,0.37,"[0.5        1.         0.18181818 0.5        0.33333333 0.14285714
 0.21428571 0.38461538 0.23076923 0.3       ]","[0.6        1.         0.16666667 0.22222222 0.18181818 0.11111111
 0.3        0.5        0.33333333 0.3       ]"
155,10.0,2.0,2.0,0.34,"[0.4375     1.         0.15789474 0.125      0.3        0.1
 0.25       0.29411765 1.         1.        ]","[0.7        1.         0.25       0.11111111 0.27272727 0.11111111
 0.2        0.5        0.11111111 0.1       ]"
156,10.0,2.0,3.0,0.36,"[0.47368421 0.90909091 0.19047619 0.25       0.375      0.25
 0.         0.25       0.5        0.25      ]","[0.9        1.         0.33333333 0.22222222 0.27272727 0.22222222
 0.         0.3        0.22222222 0.1       ]"
157,10.0,2.0,5.0,0.39,"[0.47058824 1.         0.29411765 0.4        0.44444444 0.33333333
 0.25       0.16666667 0.16666667 0.33333333]","[0.8        1.         0.41666667 0.22222222 0.36363636 0.11111111
 0.3        0.2        0.11111111 0.3       ]"
158,10.0,2.0,8.0,0.42,"[0.5        1.         0.28571429 0.42857143 0.55555556 0.25
 0.16666667 0.28571429 0.23076923 0.42857143]","[0.8        1.         0.33333333 0.33333333 0.45454545 0.11111111
 0.1        0.4        0.33333333 0.3       ]"
159,10.0,2.0,13.0,0.41,"[0.52941176 1.         0.33333333 0.41666667 0.5        0.
 0.         0.23076923 0.27272727 0.2       ]","[0.9        1.         0.33333333 0.55555556 0.54545455 0.
 0.         0.3        0.33333333 0.1       ]"
160,10.0,2.0,21.0,0.44,"[0.69230769 1.         0.41666667 0.36363636 0.46666667 0.2
 0.33333333 0.16666667 0.36363636 0.125     ]","[0.9        1.         0.41666667 0.44444444 0.63636364 0.11111111
 0.1        0.2        0.44444444 0.1       ]"
161,10.0,2.0,34.0,0.42,"[0.5625     1.         0.3        0.44444444 0.4375     0.
 0.125      0.16666667 0.44444444 0.28571429]","[0.9        1.         0.25       0.44444444 0.63636364 0.
 0.1        0.2        0.44444444 0.2       ]"
162,10.0,2.0,55.0,0.43,"[0.64285714 1.         0.27272727 0.5        0.46666667 0.
 0.27272727 0.1875     0.44444444 0.        ]","[0.9        1.         0.25       0.44444444 0.63636364 0.
 0.3        0.3        0.44444444 0.        ]"
163,10.0,2.0,89.0,0.49,"[0.66666667 1.         0.3        0.5        0.5        0.
 0.33333333 0.375      0.33333333 0.4       ]","[1.         1.         0.25       0.44444444 0.63636364 0.
 0.3        0.6        0.44444444 0.2       ]"
164,10.0,2.0,144.0,0.47,"[0.66666667 0.83333333 0.33333333 0.375      0.53846154 0.
 0.42857143 0.26666667 0.26666667 0.6       ]","[1.         1.         0.25       0.33333333 0.63636364 0.
 0.3        0.4        0.44444444 0.3       ]"
165,10.0,2.0,1.0,0.44,"[0.53333333 0.83333333 0.30769231 0.42857143 0.38461538 0.23076923
 0.11111111 0.8        0.75       0.33333333]","[0.8        1.         0.33333333 0.33333333 0.5        0.33333333
 0.1        0.36363636 0.33333333 0.3       ]"
166,10.0,2.0,2.0,0.45,"[0.45       0.76923077 0.35294118 0.6        0.33333333 0.25
 0.14285714 0.71428571 1.         0.66666667]","[0.9        1.         0.5        0.33333333 0.5        0.33333333
 0.1        0.45454545 0.11111111 0.2       ]"
167,10.0,2.0,3.0,0.4,"[0.42105263 0.66666667 0.33333333 0.33333333 0.26666667 0.25
 0.125      0.75       0.66666667 0.5       ]","[0.8        1.         0.5        0.22222222 0.4        0.22222222
 0.1        0.27272727 0.22222222 0.2       ]"
168,10.0,2.0,5.0,0.36,"[0.53333333 0.69230769 0.25       0.125      0.3125     0.3
 0.125      0.5        0.2        0.4       ]","[0.8        0.9        0.33333333 0.11111111 0.5        0.33333333
 0.1        0.18181818 0.11111111 0.2       ]"
169,10.0,2.0,8.0,0.36,"[0.5        0.69230769 0.28571429 0.22222222 0.26315789 0.25
 0.14285714 0.5        0.2        0.33333333]","[0.9        0.9        0.33333333 0.22222222 0.5        0.22222222
 0.1        0.18181818 0.11111111 0.1       ]"
170,10.0,2.0,13.0,0.37,"[0.5625     0.69230769 0.41666667 0.2        0.33333333 0.2
 0.14285714 0.25       0.25       0.        ]","[0.9        0.9        0.41666667 0.22222222 0.7        0.22222222
 0.1        0.09090909 0.11111111 0.        ]"
171,10.0,2.0,21.0,0.42,"[0.64285714 0.69230769 0.45454545 0.46153846 0.26315789 0.25
 0.2        0.33333333 0.22222222 0.5       ]","[0.9        0.9        0.41666667 0.66666667 0.5        0.22222222
 0.1        0.18181818 0.22222222 0.1       ]"
172,10.0,2.0,34.0,0.4,"[0.69230769 0.75       0.35714286 0.54545455 0.16666667 0.4
 0.         0.33333333 0.22222222 0.        ]","[0.9        0.9        0.41666667 0.66666667 0.3        0.44444444
 0.         0.18181818 0.22222222 0.        ]"
173,10.0,2.0,55.0,0.39,"[0.6        0.75       0.29411765 0.7        0.21052632 1.
 0.14285714 0.         0.2        0.16666667]","[0.9        0.9        0.41666667 0.77777778 0.4        0.11111111
 0.1        0.         0.22222222 0.1       ]"
174,10.0,2.0,89.0,0.37,"[0.5625     0.6        0.27272727 0.45454545 0.1875     1.
 0.11111111 0.5        0.2        0.28571429]","[0.9        0.9        0.25       0.55555556 0.3        0.11111111
 0.1        0.18181818 0.22222222 0.2       ]"
175,10.0,2.0,144.0,0.38,"[0.5625     0.58823529 0.42857143 0.41666667 0.22222222 0.
 0.11111111 0.66666667 0.18181818 0.28571429]","[0.9        1.         0.25       0.55555556 0.4        0.
 0.1        0.18181818 0.22222222 0.2       ]"
176,10.0,2.0,1.0,0.3,"[0.7        0.85714286 0.26666667 0.28571429 0.14285714 0.28571429
 0.09090909 0.3        0.         0.3       ]","[0.63636364 0.66666667 0.33333333 0.22222222 0.2        0.22222222
 0.1        0.27272727 0.         0.3       ]"
177,10.0,2.0,2.0,0.36,"[0.57142857 0.66666667 0.35294118 0.33333333 0.2        0.33333333
 0.22222222 0.27272727 0.         0.5       ]","[0.72727273 0.66666667 0.5        0.22222222 0.4        0.33333333
 0.2        0.27272727 0.         0.2       ]"
178,10.0,2.0,3.0,0.4,"[0.42857143 0.77777778 0.46666667 0.5        0.17647059 0.33333333
 0.25       0.57142857 0.         0.33333333]","[0.54545455 0.77777778 0.58333333 0.55555556 0.3        0.22222222
 0.3        0.36363636 0.         0.3       ]"
179,10.0,2.0,5.0,0.39,"[0.7        0.77777778 0.33333333 0.41666667 0.28571429 0.28571429
 0.125      0.5        0.         0.375     ]","[0.63636364 0.77777778 0.33333333 0.55555556 0.6        0.22222222
 0.1        0.36363636 0.         0.3       ]"
180,10.0,2.0,8.0,0.4,"[0.6        0.77777778 0.35714286 0.45454545 0.31578947 0.28571429
 0.2        0.5        0.14285714 0.25      ]","[0.54545455 0.77777778 0.41666667 0.55555556 0.6        0.22222222
 0.1        0.45454545 0.11111111 0.2       ]"
181,10.0,2.0,13.0,0.33,"[0.63636364 0.875      0.3        0.30769231 0.23809524 0.28571429
 0.2        0.2        0.11111111 0.18181818]","[0.63636364 0.77777778 0.25       0.44444444 0.5        0.22222222
 0.1        0.09090909 0.11111111 0.2       ]"
182,10.0,2.0,21.0,0.38,"[0.54545455 1.         0.57142857 0.44444444 0.25       0.33333333
 0.25       0.2        0.27272727 0.23076923]","[0.54545455 0.77777778 0.33333333 0.44444444 0.5        0.33333333
 0.2        0.09090909 0.33333333 0.3       ]"
183,10.0,2.0,34.0,0.38,"[0.6        1.         0.42857143 0.33333333 0.31818182 0.42857143
 0.25       0.28571429 0.18181818 0.22222222]","[0.54545455 0.77777778 0.25       0.44444444 0.7        0.33333333
 0.2        0.18181818 0.22222222 0.2       ]"
184,10.0,2.0,55.0,0.47,"[0.63636364 1.         0.5        0.33333333 0.39130435 0.6
 0.25       0.625      0.18181818 0.57142857]","[0.63636364 0.77777778 0.33333333 0.44444444 0.9        0.33333333
 0.2        0.45454545 0.22222222 0.4       ]"
185,10.0,2.0,89.0,0.42,"[0.66666667 1.         0.28571429 0.33333333 0.27777778 1.
 0.27272727 0.4        0.2        0.4       ]","[0.72727273 0.88888889 0.16666667 0.44444444 0.5        0.22222222
 0.3        0.36363636 0.22222222 0.4       ]"
